## I've deleted ones that failed
16, 16, 16, 300, 1.71664
32, 32, 32, 300, 14.5699
64, 64, 64, 300, 49.7227
128, 128, 128, 300, 33.0396

## So we max out as far as size goes right around the 64^3 mark, for patrick's gpus
# Lets try a set asking for 2 gpus 
#
# ** Using Hopper049 hopper050
# 

32, 32, 32, 300, 14.4908
16, 16, 16, 300, 1.02316
64, 64, 64, 300, 71.7714
128, 128, 128, 300, 125.94

## 
# Epic, lets do 4 GPUS
# 

16, 16, 16, 300, 1.87725
32, 32, 32, 300, 13.9748
64, 64, 64, 300, 70.769
128, 128, 128, 300, 125.94
192, 192, 192, 300,

##
# Epic, now I'm doing a more comprehensive test of the cubed values up to 192, which 
# seems to be the max
# I've also set time to 60 seconds for these sweeps
#

8, 8, 8, 60, 1.89387
16, 16, 16, 60, 1.93259
24, 24, 24, 60, INVALID.
32, 32, 32, 60, 13.8979
40, 40, 40, 60, INVALID.
48, 48, 48, 60, 31.1054
56, 56, 56, 60, INVALID.
64, 64, 64, 60, 70.3475
72, 72, 72, 60, INVALID.
80, 80, 80, 60, 72.4134
88, 88, 88, 60, INVALID.
96, 96, 96, 60, 86.4261
104, 104, 104, 60, INVALID.
112, 112, 112, 60, 97.2444
120, 120, 120, 60, INVALID.
128, 128, 128, 60, 125.736
136, 136, 136, 60, INVALID.
144, 144, 144, 60, 101.655
152, 152, 152, 60, INVALID.
160, 160, 160, 60, 91.7079
168, 168, 168, 60, 107.495
176, 176, 176, 60, 107.222
184, 184, 184, 60,
192, 192, 192, 60,

##
# It looks like nx, ny, nz need to be multiples of 16 to run 
# Doing a param sweep of every combination where nx*ny*nz is in the range of (112*112*112) and (176*176*176)
# This is still with 4 GPUS - I shoudl also test on 2 GPUS since I had similar top speeds here
#

112, 112, 112, 60, 86.8102
112, 112, 128, 60, 99.1012
112, 112, 144, 60, 97.9747
112, 112, 160, 60, 97.3715
112, 112, 176, 60, 104.187
112, 128, 112, 60, 94.6877
112, 128, 128, 60, 97.6312
112, 128, 144, 60, 103.317
112, 128, 160, 60, 103.298
112, 128, 176, 60, 103.378
112, 144, 112, 60, 97.8807
112, 144, 128, 60, 104.607
112, 144, 144, 60, 104.229
112, 144, 160, 60, 104.698
112, 160, 112, 60, 95.8859
112, 160, 128, 60, 105.104
112, 160, 144, 60, 104.717
112, 176, 112, 60, 104.21
112, 176, 128, 60, 106.914
112, 176, 144, 60, 104.748
128, 112, 112, 60, 105.182
128, 112, 128, 60, 112.305
128, 112, 144, 60, 110.902
128, 112, 160, 60, 113.002
128, 112, 176, 60, 113.219
128, 128, 112, 60, 115.744
128, 128, 128, 60, 125.871
128, 128, 144, 60, 123.268
128, 128, 160, 60, 123.713
128, 128, 176, 60, 123.907
128, 144, 112, 60, 113.057
128, 144, 128, 60, 113.275
128, 144, 144, 60, 111.429
128, 144, 160, 60, 113.649
128, 160, 112, 60, 113.009
128, 160, 128, 60, 115.746
128, 160, 144, 60, 122.307
128, 176, 112, 60, 113.226
128, 176, 128, 60, 113.797
128, 176, 144, 60, 114.094
144, 112, 112, 60, 98.2776
144, 112, 128, 60, 106.865
144, 112, 144, 60, 104.342
144, 112, 160, 60, 106.853
144, 128, 112, 60, 103.788
144, 128, 128, 60, 105.628
144, 128, 144, 60, 105.692
144, 128, 160, 60, 105.848
144, 144, 112, 60, 102.721
144, 144, 128, 60, 107.368
144, 144, 144, 60, 101.717
144, 144, 160, 60, 107.752
144, 160, 112, 60, 104.966
144, 160, 128, 60, 105.614
144, 176, 112, 60, 105
144, 176, 128, 60, 107.861
160, 112, 112, 60, 95.0053
160, 112, 128, 60, 107.677
160, 112, 144, 60, 107.35
160, 128, 112, 60, 87.4762
160, 128, 128, 60, 49.8503
160, 128, 144, 60, 108.233
160, 144, 112, 60, 107.41
160, 144, 128, 60, 111.707
160, 144, 144, 60, 109.984
160, 160, 112, 60, 88.2862
160, 160, 128, 60, 98.3976
176, 112, 112, 60, 104.333
176, 112, 128, 60, 107.152
176, 128, 112, 60, 105.737
176, 128, 128, 60, 106.045
176, 144, 112, 60, 106.748

##
# I think I need to increase ntasks to actually utilize more than 1 GPU
# based off of what I see from actually watching nvidia-smi, it is only 
# using one when 4 are allocated
#

112, 112, 112, 60, 8.8428
112, 112, 128, 60, 11.1408
112, 112, 144, 60, 11.8536
112, 112, 160, 60, 13.872
112, 112, 176, 60, 14.4153
112, 128, 112, 60, 11.5156
112, 128, 128, 60, 11.9423
112, 128, 144, 60, 12.0745
112, 128, 160, 60, 15.2536
112, 128, 176, 60, 16.4892
112, 144, 112, 60, 12.9249
112, 144, 128, 60, 13.7405
112, 144, 144, 60, 15.9322
112, 144, 160, 60, 18.0322
112, 160, 112, 60, 13.9147
112, 160, 128, 60, 15.272
112, 160, 144, 60, 14.8045
112, 176, 112, 60, 14.9623
112, 176, 128, 60, 14.7245
112, 176, 144, 60, 19.3139
128, 112, 112, 60, 11.0302
128, 112, 128, 60, 13.1966
128, 112, 144, 60, 13.8909
128, 112, 160, 60, 14.0472
128, 112, 176, 60, 17.5515
128, 128, 112, 60, 13.6803
128, 128, 128, 60, 16.2238
128, 128, 144, 60, 18.1327
128, 128, 160, 60, 19.9783
128, 128, 176, 60, 20.4805
128, 144, 112, 60, 13.9401
128, 144, 128, 60, 14.4623
128, 144, 144, 60, 16.1098
128, 144, 160, 60, 17.8265
128, 160, 112, 60, 15.7929
128, 160, 128, 60, 18.1079

## 
# Okay so it appears you can only use 1 GPU per node, so I had to do multiple nodes to use multiple gpus
# this is 4 nodes 1gpu each
#

112, 112, 112, 60, 382.072
112, 112, 128, 60, 381.269
112, 112, 144, 60, 385.586

##
